path,label
../data/Dataset_BUSI_with_GT/normal/normal (4).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (123).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (37).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (279).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (410).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (116).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (259).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (326).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (218).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (378).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (364).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (47).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (147).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (231).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (83).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (329).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (52).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (10).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (214).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (46).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (21).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (38).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (237).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (76).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (383).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (190).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (205).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (24).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (4).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (78).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (74).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (25).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (155).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (164).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (276).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (161).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (381).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (350).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (242).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (325).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (63).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (157).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (22).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (273).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (3).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (8).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (370).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (47).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (418).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (121).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (235).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (133).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (26).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (103).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (181).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (119).png,malignant
