path,label
../data/Dataset_BUSI_with_GT/benign/benign (56).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (304).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (8).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (1).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (50).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (349).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (115).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (75).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (109).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (42).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (106).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (179).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (186).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (354).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (60).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (11).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (278).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (246).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (3).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (13).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (42).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (188).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (156).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (196).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (197).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (175).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (134).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (425).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (94).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (125).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (208).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (122).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (78).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (27).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (114).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (287).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (96).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (39).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (95).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (433).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (119).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (23).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (323).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (356).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (30).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (80).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (136).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (6).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (366).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (112).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (266).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (219).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (93).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (115).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (306).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (23).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (73).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (143).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (436).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (207).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (363).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (31).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (62).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (268).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (143).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (324).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (332).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (336).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (84).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (162).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (53).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (244).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (51).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (24).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (250).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (165).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (7).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (387).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (177).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (187).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (384).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (289).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (180).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (280).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (256).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (395).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (277).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (209).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (159).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (230).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (159).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (399).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (145).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (284).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (301).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (113).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (129).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (27).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (89).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (177).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (45).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (55).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (132).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (128).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (117).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (261).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (173).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (285).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (416).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (70).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (28).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (315).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (291).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (171).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (1).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (98).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (200).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (12).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (275).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (166).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (167).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (124).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (213).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (201).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (139).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (127).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (185).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (179).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (69).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (135).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (67).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (377).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (3).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (426).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (2).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (252).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (103).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (123).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (92).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (198).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (59).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (36).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (86).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (152).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (203).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (437).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (344).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (191).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (154).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (417).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (117).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (359).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (57).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (6).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (150).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (132).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (407).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (199).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (140).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (81).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (64).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (430).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (189).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (403).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (16).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (131).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (408).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (111).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (233).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (155).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (229).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (30).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (212).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (160).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (58).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (104).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (414).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (29).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (115).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (35).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (80).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (89).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (33).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (43).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (360).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (120).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (206).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (379).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (310).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (59).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (33).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (245).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (309).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (368).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (107).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (120).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (351).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (111).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (421).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (145).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (107).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (19).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (4).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (48).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (58).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (254).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (241).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (4).png,normal
../data/Dataset_BUSI_with_GT/normal/normal (12).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (249).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (119).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (123).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (44).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (134).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (126).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (37).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (171).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (279).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (209).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (410).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (61).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (185).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (116).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (432).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (69).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (435).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (36).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (140).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (138).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (152).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (146).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (401).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (13).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (259).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (187).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (113).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (192).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (14).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (31).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (53).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (162).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (326).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (85).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (183).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (60).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (42).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (218).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (9).png,normal
../data/Dataset_BUSI_with_GT/malignant/malignant (181).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (118).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (317).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (79).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (75).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (50).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (100).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (378).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (364).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (40).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (220).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (216).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (93).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (265).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (18).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (153).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (176).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (168).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (129).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (141).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (12).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (102).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (170).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (166).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (47).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (122).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (158).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (147).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (144).png,malignant
../data/Dataset_BUSI_with_GT/malignant/malignant (91).png,malignant
../data/Dataset_BUSI_with_GT/normal/normal (86).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (231).png,benign
../data/Dataset_BUSI_with_GT/normal/normal (25).png,normal
../data/Dataset_BUSI_with_GT/benign/benign (83).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (329).png,benign
../data/Dataset_BUSI_with_GT/malignant/malignant (52).png,malignant
../data/Dataset_BUSI_with_GT/benign/benign (361).png,benign
../data/Dataset_BUSI_with_GT/benign/benign (262).png,benign
